No.0,ADD,2.0,618.06,1768508582669,Add Stock:IBM
No.1,SELL,2.0,618.06,1768508616331,Sell :IBM
No.2,ADD,2.0,596.04,1768514636511,Add Stock:IBM
No.3,ADD,5.0,1139.6,1768518794912,Add Stock:AMD
No.4,ADD,3.0,683.76,1768518808140,Add Stock:AMD
No.5,SELL,2.0,455.84,1768518841889,Sell :AMD
No.6,SELL,2.0,618.06,1768508616331,Sell :IBM
